start_time,end_time,start_time_iso,end_time_iso,input_tokens,output_tokens,num_model_requests,project_id,user_id,api_key_id,model,batch,service_tier,input_cached_tokens,input_uncached_tokens,input_audio_tokens,output_audio_tokens
1736467200,1736553600,2025-01-10T00:00:00+00:00,2025-01-11T00:00:00+00:00,163313.0,4800.0,158.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,163313.0,0.0,0.0
1736467200,1736553600,2025-01-10T00:00:00+00:00,2025-01-11T00:00:00+00:00,77722.0,7941.0,77.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,77722.0,0.0,0.0
1736553600,1736640000,2025-01-11T00:00:00+00:00,2025-01-12T00:00:00+00:00,,,,,,,,,,,,,
1736640000,1736726400,2025-01-12T00:00:00+00:00,2025-01-13T00:00:00+00:00,,,,,,,,,,,,,
1736726400,1736812800,2025-01-13T00:00:00+00:00,2025-01-14T00:00:00+00:00,26711.0,4819.0,33.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,26711.0,0.0,0.0
1736726400,1736812800,2025-01-13T00:00:00+00:00,2025-01-14T00:00:00+00:00,80782.0,2835.0,78.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,80782.0,0.0,0.0
1736812800,1736899200,2025-01-14T00:00:00+00:00,2025-01-15T00:00:00+00:00,,,,,,,,,,,,,
1736899200,1736985600,2025-01-15T00:00:00+00:00,2025-01-16T00:00:00+00:00,,,,,,,,,,,,,
1736985600,1737072000,2025-01-16T00:00:00+00:00,2025-01-17T00:00:00+00:00,54.0,33.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,54.0,0.0,0.0
1736985600,1737072000,2025-01-16T00:00:00+00:00,2025-01-17T00:00:00+00:00,3110.0,118.0,3.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,3110.0,0.0,0.0
1737072000,1737158400,2025-01-17T00:00:00+00:00,2025-01-18T00:00:00+00:00,,,,,,,,,,,,,
1737158400,1737244800,2025-01-18T00:00:00+00:00,2025-01-19T00:00:00+00:00,,,,,,,,,,,,,
1737244800,1737331200,2025-01-19T00:00:00+00:00,2025-01-20T00:00:00+00:00,,,,,,,,,,,,,
1737331200,1737417600,2025-01-20T00:00:00+00:00,2025-01-21T00:00:00+00:00,,,,,,,,,,,,,
1737417600,1737504000,2025-01-21T00:00:00+00:00,2025-01-22T00:00:00+00:00,5170.0,256.0,5.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,5170.0,0.0,0.0
1737504000,1737590400,2025-01-22T00:00:00+00:00,2025-01-23T00:00:00+00:00,213.0,138.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,213.0,0.0,0.0
1737504000,1737590400,2025-01-22T00:00:00+00:00,2025-01-23T00:00:00+00:00,12440.0,469.0,12.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,12440.0,0.0,0.0
1737590400,1737676800,2025-01-23T00:00:00+00:00,2025-01-24T00:00:00+00:00,6194.0,269.0,6.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,6194.0,0.0,0.0
1737676800,1737763200,2025-01-24T00:00:00+00:00,2025-01-25T00:00:00+00:00,,,,,,,,,,,,,
1737763200,1737849600,2025-01-25T00:00:00+00:00,2025-01-26T00:00:00+00:00,,,,,,,,,,,,,
1737849600,1737936000,2025-01-26T00:00:00+00:00,2025-01-27T00:00:00+00:00,,,,,,,,,,,,,
1737936000,1738022400,2025-01-27T00:00:00+00:00,2025-01-28T00:00:00+00:00,,,,,,,,,,,,,
1738022400,1738108800,2025-01-28T00:00:00+00:00,2025-01-29T00:00:00+00:00,12439.0,646.0,12.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,12439.0,0.0,0.0
1738022400,1738108800,2025-01-28T00:00:00+00:00,2025-01-29T00:00:00+00:00,239.0,58.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,239.0,0.0,0.0
1738108800,1738195200,2025-01-29T00:00:00+00:00,2025-01-30T00:00:00+00:00,16583.0,623.0,16.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,16583.0,0.0,0.0
1738108800,1738195200,2025-01-29T00:00:00+00:00,2025-01-30T00:00:00+00:00,358.0,165.0,5.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,358.0,0.0,0.0
1738195200,1738281600,2025-01-30T00:00:00+00:00,2025-01-31T00:00:00+00:00,,,,,,,,,,,,,
1738281600,1738367999,2025-01-31T00:00:00+00:00,2025-01-31T23:59:59+00:00,,,,,,,,,,,,,
