start_time,end_time,start_time_iso,end_time_iso,input_tokens,output_tokens,num_model_requests,project_id,user_id,api_key_id,model,batch,service_tier,input_cached_tokens,input_uncached_tokens,input_audio_tokens,output_audio_tokens
1739923200,1740009600,2025-02-19T00:00:00+00:00,2025-02-20T00:00:00+00:00,1352.0,465.0,8.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1352.0,0.0,0.0
1740009600,1740096000,2025-02-20T00:00:00+00:00,2025-02-21T00:00:00+00:00,219769.0,5975.0,172.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,133376.0,86393.0,0.0,0.0
1740009600,1740096000,2025-02-20T00:00:00+00:00,2025-02-21T00:00:00+00:00,1204.0,425.0,7.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1204.0,0.0,0.0
1740096000,1740182400,2025-02-21T00:00:00+00:00,2025-02-22T00:00:00+00:00,156.0,52.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,156.0,0.0,0.0
1740096000,1740182400,2025-02-21T00:00:00+00:00,2025-02-22T00:00:00+00:00,55996.0,2411.0,53.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,3200.0,52796.0,0.0,0.0
1740182400,1740268800,2025-02-22T00:00:00+00:00,2025-02-23T00:00:00+00:00,,,,,,,,,,,,,
1740268800,1740355200,2025-02-23T00:00:00+00:00,2025-02-24T00:00:00+00:00,,,,,,,,,,,,,
1740355200,1740441600,2025-02-24T00:00:00+00:00,2025-02-25T00:00:00+00:00,33695.0,1523.0,18.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,33695.0,0.0,0.0
1740355200,1740441600,2025-02-24T00:00:00+00:00,2025-02-25T00:00:00+00:00,118077.0,4520.0,99.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,44416.0,73661.0,0.0,0.0
1740441600,1740528000,2025-02-25T00:00:00+00:00,2025-02-26T00:00:00+00:00,168525.0,6137.0,104.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,168525.0,0.0,0.0
1740441600,1740528000,2025-02-25T00:00:00+00:00,2025-02-26T00:00:00+00:00,315841.0,7994.0,231.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,217856.0,97985.0,0.0,0.0
1740528000,1740614400,2025-02-26T00:00:00+00:00,2025-02-27T00:00:00+00:00,36311.0,3042.0,48.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,36311.0,0.0,0.0
1740528000,1740614400,2025-02-26T00:00:00+00:00,2025-02-27T00:00:00+00:00,217941.0,3739.0,101.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,185984.0,31957.0,0.0,0.0
1740614400,1740700800,2025-02-27T00:00:00+00:00,2025-02-28T00:00:00+00:00,217825.0,4949.0,121.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,169600.0,48225.0,0.0,0.0
1740614400,1740700800,2025-02-27T00:00:00+00:00,2025-02-28T00:00:00+00:00,49794.0,4507.0,63.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,4736.0,45058.0,0.0,0.0
1740700800,1740787200,2025-02-28T00:00:00+00:00,2025-03-01T00:00:00+00:00,363387.0,8379.0,230.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,249088.0,114299.0,0.0,0.0
1740700800,1740787200,2025-02-28T00:00:00+00:00,2025-03-01T00:00:00+00:00,106992.0,7556.0,124.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,4352.0,102640.0,0.0,0.0
1740787200,1740873600,2025-03-01T00:00:00+00:00,2025-03-02T00:00:00+00:00,,,,,,,,,,,,,
1740873600,1740960000,2025-03-02T00:00:00+00:00,2025-03-03T00:00:00+00:00,,,,,,,,,,,,,
1740960000,1741046399,2025-03-03T00:00:00+00:00,2025-03-03T23:59:59+00:00,52887.0,3514.0,48.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,3584.0,49303.0,0.0,0.0
1740960000,1741046399,2025-03-03T00:00:00+00:00,2025-03-03T23:59:59+00:00,184915.0,6661.0,142.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,45952.0,138963.0,0.0,0.0
