start_time,end_time,start_time_iso,end_time_iso,input_tokens,output_tokens,num_model_requests,project_id,user_id,api_key_id,model,batch,service_tier,input_cached_tokens,input_uncached_tokens,input_audio_tokens,output_audio_tokens
1741651200,1741737600,2025-03-11T00:00:00+00:00,2025-03-12T00:00:00+00:00,15161.0,2653.0,34.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,2176.0,12985.0,0.0,0.0
1741651200,1741737600,2025-03-11T00:00:00+00:00,2025-03-12T00:00:00+00:00,119306.0,3335.0,80.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,85248.0,34058.0,0.0,0.0
1741737600,1741824000,2025-03-12T00:00:00+00:00,2025-03-13T00:00:00+00:00,32001.0,1265.0,23.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,18432.0,13569.0,0.0,0.0
1741737600,1741824000,2025-03-12T00:00:00+00:00,2025-03-13T00:00:00+00:00,1242.0,827.0,7.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1242.0,0.0,0.0
1741824000,1741910400,2025-03-13T00:00:00+00:00,2025-03-14T00:00:00+00:00,7244.0,1055.0,16.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,7244.0,0.0,0.0
1741824000,1741910400,2025-03-13T00:00:00+00:00,2025-03-14T00:00:00+00:00,60824.0,1932.0,40.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,40192.0,20632.0,0.0,0.0
1741910400,1741996800,2025-03-14T00:00:00+00:00,2025-03-15T00:00:00+00:00,121700.0,3981.0,93.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,80768.0,40932.0,0.0,0.0
1741910400,1741996800,2025-03-14T00:00:00+00:00,2025-03-15T00:00:00+00:00,5352.0,2808.0,58.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,5352.0,0.0,0.0
1741996800,1742083200,2025-03-15T00:00:00+00:00,2025-03-16T00:00:00+00:00,,,,,,,,,,,,,
1742083200,1742169600,2025-03-16T00:00:00+00:00,2025-03-17T00:00:00+00:00,,,,,,,,,,,,,
1742169600,1742256000,2025-03-17T00:00:00+00:00,2025-03-18T00:00:00+00:00,2808.0,369.0,6.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,2808.0,0.0,0.0
1742169600,1742256000,2025-03-17T00:00:00+00:00,2025-03-18T00:00:00+00:00,13433.0,271.0,9.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,6784.0,6649.0,0.0,0.0
1742256000,1742342400,2025-03-18T00:00:00+00:00,2025-03-19T00:00:00+00:00,3603.0,1107.0,29.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,3603.0,0.0,0.0
1742256000,1742342400,2025-03-18T00:00:00+00:00,2025-03-19T00:00:00+00:00,101809.0,2817.0,75.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,50304.0,51505.0,0.0,0.0
1742342400,1742428800,2025-03-19T00:00:00+00:00,2025-03-20T00:00:00+00:00,246.0,54.0,2.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,246.0,0.0,0.0
1742342400,1742428800,2025-03-19T00:00:00+00:00,2025-03-20T00:00:00+00:00,4872.0,144.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,2048.0,2824.0,0.0,0.0
1742428800,1742515200,2025-03-20T00:00:00+00:00,2025-03-21T00:00:00+00:00,40290.0,1295.0,32.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,22912.0,17378.0,0.0,0.0
1742428800,1742515200,2025-03-20T00:00:00+00:00,2025-03-21T00:00:00+00:00,2181.0,1516.0,18.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,2181.0,0.0,0.0
1742515200,1742601600,2025-03-21T00:00:00+00:00,2025-03-22T00:00:00+00:00,10382.0,1306.0,16.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,10382.0,0.0,0.0
1742515200,1742601600,2025-03-21T00:00:00+00:00,2025-03-22T00:00:00+00:00,29752.0,877.0,24.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,19456.0,10296.0,0.0,0.0
1742601600,1742688000,2025-03-22T00:00:00+00:00,2025-03-23T00:00:00+00:00,,,,,,,,,,,,,
1742688000,1742774400,2025-03-23T00:00:00+00:00,2025-03-24T00:00:00+00:00,,,,,,,,,,,,,
1742774400,1742860800,2025-03-24T00:00:00+00:00,2025-03-25T00:00:00+00:00,9055.0,1081.0,28.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,9055.0,0.0,0.0
1742774400,1742860800,2025-03-24T00:00:00+00:00,2025-03-25T00:00:00+00:00,98955.0,2147.0,70.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,59008.0,39947.0,0.0,0.0
1742860800,1742947200,2025-03-25T00:00:00+00:00,2025-03-26T00:00:00+00:00,154252.0,4193.0,112.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,73344.0,80908.0,0.0,0.0
1742860800,1742947200,2025-03-25T00:00:00+00:00,2025-03-26T00:00:00+00:00,21198.0,3366.0,68.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,21198.0,0.0,0.0
1742947200,1743033600,2025-03-26T00:00:00+00:00,2025-03-27T00:00:00+00:00,22847.0,2694.0,57.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,22847.0,0.0,0.0
1742947200,1743033600,2025-03-26T00:00:00+00:00,2025-03-27T00:00:00+00:00,136787.0,3393.0,96.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,77952.0,58835.0,0.0,0.0
1743033600,1743120000,2025-03-27T00:00:00+00:00,2025-03-28T00:00:00+00:00,67200.0,1845.0,50.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,33920.0,33280.0,0.0,0.0
1743033600,1743120000,2025-03-27T00:00:00+00:00,2025-03-28T00:00:00+00:00,19879.0,1797.0,37.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,19879.0,0.0,0.0
1743120000,1743206400,2025-03-28T00:00:00+00:00,2025-03-29T00:00:00+00:00,19248.0,551.0,15.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,6400.0,12848.0,0.0,0.0
1743120000,1743206400,2025-03-28T00:00:00+00:00,2025-03-29T00:00:00+00:00,832.0,144.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,832.0,0.0,0.0
1743206400,1743292800,2025-03-29T00:00:00+00:00,2025-03-30T00:00:00+00:00,,,,,,,,,,,,,
1743292800,1743379200,2025-03-30T00:00:00+00:00,2025-03-31T00:00:00+00:00,,,,,,,,,,,,,
1743379200,1743465600,2025-03-31T00:00:00+00:00,2025-04-01T00:00:00+00:00,2602.0,64.0,2.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,2602.0,0.0,0.0
1743379200,1743465600,2025-03-31T00:00:00+00:00,2025-04-01T00:00:00+00:00,207.0,48.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,207.0,0.0,0.0
1743465600,1743552000,2025-04-01T00:00:00+00:00,2025-04-02T00:00:00+00:00,,,,,,,,,,,,,
1743552000,1743638400,2025-04-02T00:00:00+00:00,2025-04-03T00:00:00+00:00,,,,,,,,,,,,,
1743638400,1743724799,2025-04-03T00:00:00+00:00,2025-04-03T23:59:59+00:00,,,,,,,,,,,,,
